sfreq,n_epochs,n_channels,eog_p2p_uv,emg_ratio_20_40,erd_mu_pct,erd_beta_pct,subject
160.0,88,64,148.41578376945108,0.25647193694837844,-11.648085953168307,-5.566115753269573,1
160.0,84,64,95.15677447780035,0.33002555929530564,20.640186242856025,10.276373024728295,2
160.0,86,64,324.23964876215905,0.26971723452851853,-21.32595002250253,-1.913478512416632,3
160.0,72,64,57.13284372177441,0.3862706416720008,9.13036001481746,6.3921690631345065,4
160.0,84,64,124.44046296877787,0.37544364001591346,-2.0398231050537845,2.295170023360031,5
160.0,82,64,99.21658056555316,0.585010425005815,-2.6782671880155893,6.472540661953606,6
160.0,89,64,123.76189260976389,0.1168104027350358,89.32646044920092,7.812734328231277,7
160.0,84,64,110.04488624166697,0.3942019809188478,0.810670197010608,2.566716893538988,8
160.0,3,64,223.69321231963113,0.41169907247298526,-21.71319089300086,3.606159276419962,9
160.0,83,64,183.74642968410626,0.23282963905531537,-0.09110631958796465,9.724960879468172,10
160.0,83,64,37.975061786710285,0.2628306938597753,22.178053997359843,4.0520929178342495,11
160.0,83,64,183.90277546131983,0.3378129305207594,25.62508615749795,-6.33238619174874,12
160.0,17,64,295.07918225135654,0.43555822408598055,-28.28024635195793,4.225497605137159,13
160.0,84,64,89.84089436125942,0.17712745000926705,-11.112832936622256,-11.221399788284334,14
160.0,83,64,136.4010458928533,0.20936301075846808,-5.7228913657210105,-0.05157652901100188,15
160.0,84,64,149.85533198341727,0.35539992942482085,-10.129679126179067,5.159327495774218,16
160.0,41,64,131.13872410031036,0.4136806016296853,-19.98987411096318,-0.23576898512135336,17
160.0,84,64,70.87186895660125,0.3247482213495753,-7.85164422432576,-8.676312137239382,18
160.0,35,64,187.6179812825285,0.48823621791616806,15.985919062067751,-6.342854346502695,19
160.0,84,64,40.69250098837074,0.19947908939500117,-4.95334712613462,-0.8361045642273349,20
160.0,87,64,78.91376299085096,0.229019387934273,6.782838428788538,5.536253522896491,21
160.0,86,64,249.88235236378387,0.30829223162332436,-19.257690096514263,-6.206746131756446,22
160.0,48,64,199.15121083613485,0.35678859900255205,-21.490866332735738,9.952034170519484,23
160.0,15,64,319.27194504532963,0.5225322412278179,7.6576131466540245,4.175343083862292,24
160.0,84,64,33.007050660671666,0.4722288061024945,27.769450464096114,4.063007792944477,25
160.0,84,64,61.17342672951054,0.31860945761385584,0.39671676266907985,2.042528438738668,26
160.0,81,64,206.5651788143441,0.27956747371160806,98.17245132501573,5.207706612022646,27
160.0,83,64,155.4310365463607,0.16150847910906127,10.802298999027599,4.984547207188613,28
160.0,90,64,72.4080455256626,0.12976594932778562,283.01051571618103,27.202206243349014,29
160.0,90,64,53.45458703231998,0.16239500265982962,37.54017170155326,4.690698117636265,30
160.0,84,64,148.43238750472665,0.09617116718430192,10.009904983889111,0.587586232542523,31
160.0,72,64,199.5516795432195,0.42432079398315337,3.79561131706654,11.73558927513695,32
160.0,84,64,137.017916131299,0.2924885941888603,42.70310745590607,-2.659831588402901,33
160.0,85,64,35.023336749873124,0.10659879074598566,6.688226306342307,-2.205595819532215,34
160.0,90,64,78.91970381024294,0.13476345221155397,-1.3668886956648776,8.777872588881594,35
160.0,83,64,274.5137899182737,0.2849000432353524,-20.718233175723554,-18.583373513380437,36
160.0,85,64,21.609434952551965,0.43302116478132374,0.31281066176686234,-4.590809351072159,37
160.0,58,64,268.4019709704444,0.28205390734993907,-12.285885312610862,-4.296200432117762,39
160.0,83,64,72.55119999172166,0.2963197859481219,3.6817769145284065,3.457715069358694,40
160.0,88,64,30.63734675379237,0.17803620836043396,11.909053662130091,-1.9278153112916785,41
160.0,84,64,59.17760427109897,0.11928541960114766,36.210543033088726,6.556161479237054,42
160.0,74,64,151.05582133401185,0.33375713330595935,19.63994904432674,10.414809481355448,43
160.0,50,64,200.6506620091386,0.1912689252801862,25.57221584402338,-7.04870394396047,44
160.0,80,64,334.79304693173617,0.39078062306603806,-10.977989312950339,2.0940693673246904,45
